distance_km,time_of_day,day_of_week,traffic_level,weather_level,current_delay,is_weekend,is_rush_hour,crowd_level
8.09,18,2,7,0,10.4,0,1,853.0
18.76,17,4,8,0,12.8,0,1,747.0
2.09,9,6,5,1,14.5,1,1,704.0
5.65,5,3,2,0,2.4,0,0,482.0
1.89,13,2,4,1,6.9,0,0,427.0
3.68,9,5,7,1,11.7,1,1,710.0
22.28,9,1,8,0,13.6,0,1,823.0
5.65,20,1,8,3,19.5,0,1,805.0
1.14,7,3,5,0,7.7,0,0,453.0
3.23,20,5,8,0,11.5,1,1,749.0
1.69,13,1,3,0,4.2,0,0,367.0
8.31,19,0,7,1,11.8,0,1,714.0
9.99,9,5,6,0,13.8,1,1,689.0
13.18,16,4,4,4,14.0,0,0,502.0
11.49,15,4,5,0,16.4,0,0,397.0
2.19,20,2,6,0,7.8,0,1,721.0
9.65,8,0,8,2,15.9,0,1,922.0
6.72,8,2,8,4,19.1,0,1,929.0
14.44,21,3,3,1,8.0,0,0,355.0
12.36,7,3,1,0,1.6,0,0,372.0
24.12,16,6,5,0,10.8,1,0,288.0
3.46,6,1,4,0,10.8,0,0,546.0
3.05,6,2,4,1,7.2,0,0,484.0
5.11,16,1,4,1,9.6,0,0,358.0
6.92,14,3,1,0,6.5,0,0,317.0
4.35,15,5,2,1,5.1,1,0,269.0
3.62,12,6,2,2,10.6,1,0,358.0
9.21,18,1,5,0,7.4,0,1,723.0
5.1,23,3,1,0,4.7,0,0,292.0
4.21,9,5,5,2,11.9,1,1,750.0
2.18,9,0,6,0,8.9,0,1,855.0
0.69,9,4,6,0,9.8,0,1,798.0
17.3,18,0,8,0,14.0,0,1,791.0
16.97,10,0,10,1,18.0,0,1,784.0
12.61,17,0,8,1,14.6,0,1,784.0
10.71,12,6,2,1,5.2,1,0,249.0
4.74,16,4,5,0,6.4,0,0,471.0
11.01,18,5,4,1,12.0,1,1,668.0
2.86,13,4,1,0,3.7,0,0,346.0
7.95,13,5,2,2,9.5,1,0,295.0
3.92,9,3,10,5,24.4,0,1,857.0
11.04,14,5,3,1,8.7,1,0,401.0
19.56,9,0,6,0,12.6,0,1,603.0
3.22,19,4,6,2,12.9,0,1,856.0
4.92,11,5,1,0,1.2,1,0,262.0
7.84,7,6,1,0,7.0,1,0,248.0
1.3,8,2,10,4,21.4,0,1,964.0
1.78,14,1,3,0,6.6,0,0,376.0
19.2,20,5,8,0,16.8,1,1,727.0
9.24,9,0,6,1,10.7,0,1,704.0
4.53,9,5,6,1,11.1,1,1,735.0
7.26,11,4,4,1,8.7,0,0,389.0
5.13,21,4,4,0,5.0,0,0,388.0
8.01,19,2,8,2,26.7,0,1,862.0
5.28,7,0,4,0,6.7,0,0,408.0
6.85,16,4,6,4,18.4,0,0,569.0
11.7,18,2,6,0,10.5,0,1,755.0
11.2,18,2,8,0,11.7,0,1,855.0
18.52,13,1,4,1,9.6,0,0,444.0
9.7,17,2,6,0,11.0,0,1,786.0
7.6,15,5,3,1,6.8,1,0,355.0
20.28,8,6,7,0,12.1,1,1,773.0
6.34,6,2,3,0,3.8,0,0,302.0
0.78,10,0,6,0,7.6,0,1,862.0
12.72,6,0,2,0,7.9,0,0,445.0
8.92,11,1,1,0,4.5,0,0,367.0
7.34,18,0,6,0,8.7,0,1,885.0
12.94,19,4,8,0,12.2,0,1,899.0
5.32,6,4,4,2,8.9,0,0,433.0
0.83,6,5,4,2,8.3,1,0,366.0
13.11,17,2,7,0,12.9,0,1,808.0
4.4,13,5,2,0,3.9,1,0,250.0
3.34,7,1,3,0,3.3,0,0,562.0
0.89,18,1,7,0,10.5,0,1,871.0
12.39,8,6,4,0,7.1,1,1,620.0
0.5,6,6,2,0,1.5,1,0,214.0
16.43,18,4,9,5,25.0,0,1,918.0
5.72,16,4,4,2,11.1,0,0,386.0
12.78,11,4,4,0,14.7,0,0,454.0
9.9,17,5,5,0,12.5,1,1,513.0
22.67,20,1,8,0,17.3,0,1,847.0
9.72,6,0,3,0,4.0,0,0,347.0
16.04,16,1,5,1,12.4,0,0,318.0
4.8,8,2,7,0,10.6,0,1,805.0
1.77,13,1,5,0,7.9,0,0,457.0
14.1,11,3,3,0,7.8,0,0,360.0
1.71,11,0,3,1,6.1,0,0,511.0
12.3,8,4,8,0,12.7,0,1,820.0
3.0,18,4,8,4,18.7,0,1,960.0
9.04,10,0,7,0,12.9,0,1,779.0
22.94,19,2,10,0,16.7,0,1,822.0
11.67,10,3,6,0,11.2,0,1,681.0
6.36,19,0,9,1,14.7,0,1,877.0
10.06,14,4,3,0,6.6,0,0,333.0
4.94,10,5,7,0,11.6,1,1,798.0
28.54,17,2,8,0,25.1,0,1,765.0
4.14,18,0,7,0,10.4,0,1,848.0
6.89,13,3,3,0,5.2,0,0,404.0
10.98,11,6,2,1,10.8,1,0,401.0
9.56,15,2,3,1,6.8,0,0,302.0
10.32,15,5,3,1,8.3,1,0,300.0
5.02,11,6,4,4,14.4,1,0,351.0
6.16,18,1,7,0,10.8,0,1,678.0
13.68,11,4,3,3,14.3,0,0,366.0
13.24,12,0,4,0,7.7,0,0,456.0
9.72,16,3,5,0,9.2,0,0,422.0
17.34,22,6,4,1,11.8,1,0,290.0
14.03,9,6,6,0,10.9,1,1,704.0
12.98,8,1,10,0,16.2,0,1,847.0
1.68,8,4,6,1,10.6,0,1,853.0
9.64,17,0,7,0,11.5,0,1,806.0
8.48,12,1,2,0,5.0,0,0,395.0
18.76,11,5,3,2,12.3,1,0,267.0
6.6,8,4,8,0,13.9,0,1,889.0
7.99,19,2,6,0,10.9,0,1,702.0
2.96,12,6,0,0,1.2,1,0,245.0
3.5,16,5,4,3,15.1,1,0,469.0
18.8,7,0,6,4,18.0,0,0,474.0
10.29,7,0,5,1,13.1,0,0,421.0
22.97,6,4,4,0,10.7,0,0,488.0
6.51,10,6,4,0,9.7,1,1,737.0
2.11,12,1,3,0,2.8,0,0,411.0
5.83,8,3,8,2,15.1,0,1,803.0
5.09,10,5,6,1,10.3,1,1,588.0
11.94,0,6,4,2,14.1,1,0,391.0
11.62,10,4,6,0,17.1,0,1,853.0
10.64,7,6,4,3,13.6,1,0,391.0
27.48,7,6,3,0,9.1,1,0,115.0
16.7,0,5,2,0,4.8,1,0,245.0
3.71,17,4,7,0,9.5,0,1,779.0
14.34,20,6,6,1,13.7,1,1,688.0
7.62,16,0,5,3,16.3,0,0,613.0
6.38,7,0,4,0,10.1,0,0,471.0
18.04,23,3,6,4,19.2,0,0,525.0
3.51,22,4,1,0,0.8,0,0,352.0
13.72,12,6,1,0,3.5,1,0,252.0
12.33,7,4,3,0,7.3,0,0,327.0
3.45,17,1,5,0,13.9,0,1,819.0
1.62,21,6,3,3,11.5,1,0,372.0
7.02,18,0,8,0,13.7,0,1,774.0
15.42,16,0,5,0,9.1,0,0,447.0
9.62,16,5,2,0,3.4,1,0,129.0
18.41,22,6,4,2,16.5,1,0,294.0
9.17,6,3,6,4,17.9,0,0,563.0
19.2,7,0,5,2,19.5,0,0,514.0
4.67,18,0,8,0,11.4,0,1,855.0
10.61,7,6,2,0,3.9,1,0,220.0
5.51,10,1,7,0,14.4,0,1,811.0
6.86,9,4,7,4,17.8,0,1,892.0
7.97,8,2,5,0,7.4,0,1,840.0
9.59,5,1,4,4,14.4,0,0,533.0
4.17,15,4,3,2,7.8,0,0,492.0
10.27,11,5,3,2,10.3,1,0,331.0
7.69,14,3,4,2,10.6,0,0,383.0
2.23,9,3,6,0,7.8,0,1,707.0
1.37,21,3,3,0,3.2,0,0,389.0
15.46,15,4,6,0,11.9,0,0,466.0
6.61,21,5,1,0,11.2,1,0,252.0
2.0,10,4,6,2,13.7,0,1,872.0
21.21,0,1,3,0,7.7,0,0,284.0
10.99,18,1,8,3,17.7,0,1,821.0
9.42,18,4,9,3,22.0,0,1,982.0
3.86,6,4,4,0,5.7,0,0,468.0
2.2,16,2,4,0,14.1,0,0,436.0
8.49,17,5,5,0,7.6,1,1,605.0
7.34,7,2,3,0,13.8,0,0,469.0
3.01,14,2,5,1,9.0,0,0,520.0
2.91,8,3,4,2,14.9,0,1,840.0
2.78,4,1,4,2,10.9,0,0,460.0
2.69,19,4,7,0,15.0,0,1,763.0
4.55,13,6,5,3,15.2,1,0,416.0
9.42,18,6,4,1,10.5,1,1,740.0
10.54,17,3,9,5,24.4,0,1,873.0
7.23,23,1,3,2,22.6,0,0,470.0
8.21,12,3,2,2,7.9,0,0,499.0
10.88,11,0,3,0,5.5,0,0,353.0
1.01,9,4,9,3,17.8,0,1,915.0
8.68,16,3,5,0,7.3,0,0,342.0
17.18,13,0,3,0,6.2,0,0,383.0
6.48,17,3,7,0,10.6,0,1,754.0
15.05,10,5,5,0,15.3,1,1,555.0
6.57,7,1,4,0,10.0,0,0,365.0
11.37,19,2,8,0,13.1,0,1,815.0
9.29,18,6,6,2,13.2,1,1,619.0
2.74,10,4,8,1,14.0,0,1,775.0
3.35,17,5,6,4,19.1,1,1,820.0
19.2,13,3,6,2,14.4,0,0,438.0
13.06,18,3,8,0,15.0,0,1,745.0
6.91,11,3,5,2,10.9,0,0,450.0
6.25,14,3,2,1,6.1,0,0,494.0
3.88,6,1,3,0,4.5,0,0,477.0
9.84,8,0,9,5,24.8,0,1,926.0
4.17,18,5,7,4,21.3,1,1,856.0
5.64,10,3,7,0,14.4,0,1,821.0
4.53,6,3,6,3,14.1,0,0,415.0
12.53,8,4,5,0,8.8,0,1,613.0
6.7,11,2,5,4,15.9,0,0,459.0
8.26,17,6,4,1,12.1,1,1,571.0
2.79,10,3,7,0,10.7,0,1,832.0
4.51,18,3,8,2,17.1,0,1,840.0
8.39,19,3,10,1,17.2,0,1,903.0
1.72,10,1,7,0,9.2,0,1,842.0
6.33,18,1,8,2,17.2,0,1,907.0
7.4,7,1,5,2,11.4,0,0,413.0
2.47,11,1,3,0,5.4,0,0,440.0
14.62,7,1,5,2,12.6,0,0,383.0
9.52,6,1,4,0,5.7,0,0,439.0
6.66,6,6,0,0,7.4,1,0,326.0
4.25,7,2,4,1,8.8,0,0,487.0
1.65,19,5,5,0,7.4,1,1,674.0
13.89,14,2,6,0,20.1,0,0,490.0
5.24,21,5,4,4,14.2,1,0,315.0
2.11,14,5,2,2,15.7,1,0,256.0
4.15,16,5,3,1,6.0,1,0,355.0
10.22,8,2,7,1,13.9,0,1,884.0
8.85,14,0,5,3,22.5,0,0,436.0
3.02,10,2,6,3,15.6,0,1,854.0
15.53,20,4,7,0,11.2,0,1,786.0
2.08,20,4,6,0,12.1,0,1,768.0
17.62,8,4,7,0,14.4,0,1,740.0
8.59,16,6,3,0,4.6,1,0,326.0
5.56,16,1,3,0,4.4,0,0,399.0
6.17,15,3,4,1,10.1,0,0,445.0
7.9,7,3,5,2,18.7,0,0,430.0
10.77,17,1,8,3,21.8,0,1,871.0
1.36,18,4,9,0,12.3,0,1,839.0
4.04,10,0,7,0,12.7,0,1,795.0
7.72,13,6,1,0,2.0,1,0,217.0
15.91,7,0,3,0,6.2,0,0,349.0
15.52,20,0,6,0,9.6,0,1,685.0
19.97,7,1,5,5,18.9,0,0,478.0
15.04,8,6,6,0,15.2,1,1,644.0
3.78,9,6,5,2,18.0,1,1,679.0
7.37,18,6,5,0,15.3,1,1,566.0
15.1,17,5,7,1,13.2,1,1,748.0
14.15,0,6,3,3,12.3,1,0,374.0
6.41,8,3,9,4,22.8,0,1,879.0
10.57,18,0,5,0,8.8,0,1,780.0
5.22,11,3,4,3,10.8,0,0,411.0
1.92,5,1,2,0,7.2,0,0,381.0
6.83,21,1,5,2,10.6,0,0,437.0
6.53,7,4,2,0,3.2,0,0,350.0
5.03,13,1,6,1,10.6,0,0,520.0
10.8,8,2,6,2,17.4,0,1,785.0
6.25,18,2,9,3,25.1,0,1,901.0
9.8,18,0,9,3,19.1,0,1,932.0
12.37,11,4,4,0,5.9,0,0,388.0
29.58,17,5,8,3,20.6,1,1,659.0
6.92,20,3,9,0,15.2,0,1,861.0
16.05,18,0,10,0,23.2,0,1,907.0
8.76,11,5,2,0,3.6,1,0,331.0
9.12,12,3,4,0,8.5,0,0,327.0
6.99,19,1,6,0,11.6,0,1,705.0
8.23,6,6,1,1,3.2,1,0,325.0
6.29,5,6,3,0,4.3,1,0,281.0
14.28,8,3,8,1,19.9,0,1,691.0
4.16,18,3,5,0,6.6,0,1,717.0
1.9,7,6,3,2,9.8,1,0,337.0
4.9,9,1,7,0,11.1,0,1,788.0
4.49,16,2,3,0,4.0,0,0,442.0
4.89,8,3,6,1,10.9,0,1,747.0
6.72,9,2,9,4,22.8,0,1,982.0
4.91,12,2,7,5,19.4,0,0,599.0
6.65,8,0,7,0,21.6,0,1,754.0
4.92,23,1,6,4,19.6,0,0,531.0
9.94,8,2,6,1,13.1,0,1,816.0
29.41,19,5,7,3,20.2,1,1,679.0
8.64,12,2,4,0,9.4,0,0,434.0
5.08,7,1,2,0,2.5,0,0,335.0
0.6,7,5,2,0,2.5,1,0,334.0
23.44,13,2,6,2,15.6,0,0,403.0
8.98,10,6,5,0,15.9,1,1,830.0
6.61,8,0,7,0,16.4,0,1,736.0
0.66,21,0,4,1,7.8,0,0,618.0
6.87,12,6,3,4,17.0,1,0,333.0
8.18,20,0,6,1,14.4,0,1,875.0
4.94,8,0,7,2,17.2,0,1,903.0
2.28,8,4,8,0,23.3,0,1,819.0
2.14,16,2,6,3,15.5,0,0,573.0
23.68,9,3,7,0,13.1,0,1,699.0
8.01,8,2,6,0,11.0,0,1,791.0
4.93,7,2,3,0,5.0,0,0,406.0
7.67,6,3,3,0,5.8,0,0,366.0
7.3,18,1,7,1,11.9,0,1,787.0
2.03,9,1,8,1,14.0,0,1,881.0
13.66,22,1,6,0,9.4,0,0,371.0
6.48,8,0,6,0,9.9,0,1,727.0
8.09,10,3,7,0,13.2,0,1,856.0
18.8,10,3,8,0,14.2,0,1,798.0
2.35,13,0,4,3,12.2,0,0,412.0
3.98,19,3,6,1,10.0,0,1,744.0
9.32,19,5,6,0,9.2,1,1,545.0
13.49,1,0,6,0,10.8,0,0,484.0
4.57,11,2,4,2,15.2,0,0,516.0
4.78,18,6,5,2,10.4,1,1,642.0
11.46,0,2,5,4,15.5,0,0,530.0
27.98,14,0,3,0,12.5,0,0,435.0
7.86,9,3,7,1,17.8,0,1,736.0
3.97,11,2,4,0,5.2,0,0,383.0
3.05,11,1,3,2,9.8,0,0,354.0
6.71,11,0,0,0,12.0,0,0,413.0
13.08,19,6,6,1,12.5,1,1,675.0
35.75,14,5,3,0,7.9,1,0,153.0
5.89,20,4,7,2,17.6,0,1,864.0
7.87,17,0,6,0,22.5,0,1,777.0
21.21,10,6,8,3,21.3,1,1,710.0
9.21,13,3,3,0,9.7,0,0,408.0
8.68,11,3,5,2,11.3,0,0,426.0
18.65,18,6,7,0,17.8,1,1,647.0
8.0,8,3,7,1,14.0,0,1,807.0
3.28,20,1,7,2,15.7,0,1,862.0
16.25,15,1,4,0,10.0,0,0,415.0
1.71,16,6,2,0,9.5,1,0,352.0
14.51,14,3,2,0,3.8,0,0,242.0
7.42,15,4,5,0,7.5,0,0,514.0
5.94,17,4,8,1,19.9,0,1,865.0
5.82,17,1,6,0,10.2,0,1,763.0
6.69,8,2,4,0,6.6,0,1,677.0
5.3,15,6,2,0,3.8,1,0,403.0
10.16,10,1,6,0,12.9,0,1,913.0
5.44,16,6,2,0,9.0,1,0,410.0
7.46,14,1,2,2,12.1,0,0,424.0
1.04,8,2,6,0,15.2,0,1,840.0
7.43,18,0,8,4,19.6,0,1,985.0
5.22,12,4,4,2,9.7,0,0,441.0
13.81,14,2,3,0,5.3,0,0,390.0
6.13,17,3,8,3,17.0,0,1,893.0
12.51,17,4,9,1,23.9,0,1,977.0
11.57,18,4,7,1,13.0,0,1,883.0
11.79,8,6,4,0,6.1,1,1,609.0
6.3,7,3,2,1,11.7,0,0,498.0
7.78,17,1,6,0,9.1,0,1,770.0
9.97,8,4,6,1,10.6,0,1,746.0
7.96,7,0,4,0,8.3,0,0,394.0
6.14,7,5,2,0,2.8,1,0,286.0
3.55,9,2,8,1,20.6,0,1,827.0
7.53,23,5,4,0,10.1,1,0,297.0
1.91,8,1,5,0,6.0,0,1,683.0
0.95,9,2,7,2,15.4,0,1,817.0
2.87,20,4,8,0,11.8,0,1,851.0
11.7,21,4,4,0,10.6,0,0,464.0
8.8,8,0,7,0,15.0,0,1,856.0
11.78,19,0,10,4,28.3,0,1,964.0
4.29,7,6,3,1,5.6,1,0,234.0
14.75,18,3,8,1,20.7,0,1,772.0
2.14,2,5,5,3,12.8,1,0,409.0
2.97,11,0,4,1,7.0,0,0,501.0
14.58,8,3,8,2,16.9,0,1,794.0
8.36,17,4,7,1,12.2,0,1,736.0
11.82,4,6,5,3,21.6,1,0,491.0
8.83,12,4,3,1,9.2,0,0,362.0
4.8,17,4,5,0,14.0,0,1,713.0
2.66,6,2,4,0,17.0,0,0,475.0
1.27,19,6,4,0,9.3,1,1,671.0
22.36,10,2,7,1,22.5,0,1,747.0
1.64,8,1,10,5,24.0,0,1,985.0
18.25,8,5,8,2,17.1,1,1,666.0
8.03,10,6,6,2,13.5,1,1,690.0
9.02,8,5,2,1,8.8,1,1,614.0
8.61,13,1,5,3,15.9,0,0,369.0
10.84,16,5,4,2,12.7,1,0,407.0
3.95,12,2,4,0,9.2,0,0,349.0
0.8,11,1,4,0,5.0,0,0,377.0
4.72,18,6,5,0,7.4,1,1,731.0
10.23,9,6,5,0,9.7,1,1,687.0
3.0,16,2,2,0,4.9,0,0,392.0
14.98,19,0,6,0,10.3,0,1,639.0
6.78,8,1,7,0,10.0,0,1,759.0
2.75,16,3,4,0,6.3,0,0,416.0
8.3,21,0,6,3,17.9,0,0,508.0
10.11,14,1,2,0,5.3,0,0,425.0
10.61,22,1,3,2,10.4,0,0,535.0
14.59,9,6,5,0,9.5,1,1,670.0
1.98,15,2,4,5,17.7,0,0,504.0
14.6,9,2,8,2,22.8,0,1,918.0
15.49,0,2,4,3,12.8,0,0,397.0
2.66,23,0,5,1,16.3,0,0,334.0
3.17,8,3,6,1,14.6,0,1,747.0
12.23,22,6,4,0,7.6,1,0,157.0
5.47,17,5,6,0,13.4,1,1,681.0
17.0,20,1,7,2,20.6,0,1,799.0
20.11,21,0,6,0,11.7,0,0,307.0
2.75,15,5,2,0,1.8,1,0,238.0
3.89,23,5,3,3,12.2,1,0,290.0
8.0,18,6,5,0,7.6,1,1,649.0
0.77,14,4,4,2,9.6,0,0,424.0
1.31,17,3,7,0,10.6,0,1,883.0
3.52,8,5,4,0,7.1,1,1,668.0
24.61,1,4,4,0,8.2,0,0,432.0
8.89,9,5,5,0,13.2,1,1,642.0
4.43,12,1,5,2,11.4,0,0,611.0
3.15,8,6,7,3,19.4,1,1,792.0
2.63,13,0,3,0,9.8,0,0,390.0
4.7,17,0,6,0,8.6,0,1,927.0
4.48,17,4,7,3,19.6,0,1,767.0
6.25,19,4,5,0,10.9,0,1,731.0
10.44,21,3,4,0,6.9,0,0,296.0
6.99,19,6,5,0,10.2,1,1,559.0
12.72,16,6,3,2,8.4,1,0,186.0
5.91,8,5,5,0,7.2,1,1,702.0
21.11,21,1,4,0,7.5,0,0,270.0
12.51,8,0,9,4,22.3,0,1,883.0
8.72,7,0,4,4,16.6,0,0,542.0
10.47,9,4,7,1,13.1,0,1,830.0
4.8,15,4,3,1,5.8,0,0,439.0
6.17,17,5,7,4,22.0,1,1,873.0
5.99,3,0,5,1,9.9,0,0,553.0
4.01,18,1,8,2,19.6,0,1,808.0
2.23,8,2,6,0,17.8,0,1,850.0
10.86,9,4,7,0,16.3,0,1,780.0
14.08,9,0,10,3,22.6,0,1,888.0
9.82,9,5,6,1,11.5,1,1,602.0
6.98,18,0,7,0,9.7,0,1,762.0
27.28,6,3,6,1,15.0,0,0,369.0
4.39,8,6,6,2,13.4,1,1,822.0
8.93,5,1,3,0,8.3,0,0,319.0
15.44,18,4,7,2,16.2,0,1,660.0
2.89,22,3,3,0,3.0,0,0,400.0
11.43,17,5,7,1,13.8,1,1,635.0
22.0,15,4,8,5,27.7,0,0,540.0
7.41,20,5,5,3,13.1,1,1,758.0
8.37,9,2,10,3,23.5,0,1,919.0
4.41,6,1,3,1,11.5,0,0,407.0
10.39,13,4,5,0,12.8,0,0,422.0
3.93,9,6,5,1,11.0,1,1,750.0
7.09,12,3,2,0,3.2,0,0,294.0
1.97,12,5,1,1,4.7,1,0,341.0
0.5,9,6,5,1,10.4,1,1,653.0
5.15,13,4,4,1,10.1,0,0,479.0
5.08,10,5,5,0,6.5,1,1,574.0
5.5,7,3,3,0,4.1,0,0,424.0
12.26,19,5,7,0,16.1,1,1,693.0
14.34,17,2,7,0,11.3,0,1,771.0
9.2,6,3,4,0,6.3,0,0,457.0
11.69,7,0,7,0,10.7,0,0,406.0
4.02,7,1,5,3,14.4,0,0,506.0
3.24,6,4,2,0,4.6,0,0,403.0
10.53,6,5,4,3,12.1,1,0,345.0
2.86,8,0,7,0,21.8,0,1,892.0
2.57,19,0,8,3,21.6,0,1,929.0
36.5,18,0,9,2,21.6,0,1,726.0
7.76,18,3,10,4,22.3,0,1,1000.0
5.08,16,2,6,3,13.9,0,0,553.0
4.63,17,0,7,2,14.6,0,1,796.0
2.02,18,5,4,0,11.0,1,1,625.0
9.06,19,3,8,1,22.4,0,1,841.0
5.9,17,0,6,0,8.4,0,1,803.0
14.08,18,4,9,3,21.7,0,1,743.0
10.76,18,6,7,3,29.9,1,1,741.0
5.75,15,2,6,0,8.7,0,0,424.0
1.03,8,6,7,1,12.6,1,1,667.0
7.78,7,2,2,0,3.1,0,0,299.0
7.28,11,0,3,1,6.2,0,0,412.0
0.8,7,0,1,1,3.3,0,0,359.0
9.92,8,0,5,1,16.5,0,1,754.0
2.77,5,2,5,3,14.1,0,0,429.0
14.56,9,2,6,0,12.8,0,1,738.0
6.96,22,3,6,2,15.9,0,0,412.0
4.53,10,3,8,1,14.0,0,1,937.0
8.58,8,6,5,0,7.6,1,1,759.0
8.21,11,0,3,0,15.9,0,0,386.0
8.0,9,6,7,0,19.4,1,1,661.0
13.31,17,1,9,1,20.1,0,1,898.0
8.96,16,6,2,3,8.5,1,0,359.0
4.21,5,0,2,0,4.4,0,0,493.0
6.04,13,0,3,0,14.5,0,0,549.0
18.04,6,0,4,0,6.9,0,0,240.0
3.9,17,2,6,0,10.2,0,1,861.0
9.81,20,6,6,0,12.3,1,1,667.0
13.64,20,3,9,1,16.6,0,1,867.0
10.47,8,1,5,0,9.5,0,1,788.0
7.81,18,4,7,3,19.8,0,1,906.0
8.7,18,3,5,0,10.3,0,1,812.0
10.93,19,4,6,1,15.5,0,1,756.0
3.86,9,5,5,0,9.1,1,1,623.0
7.31,12,5,1,0,5.4,1,0,333.0
27.18,8,1,8,0,15.0,0,1,684.0
10.02,5,3,5,2,14.6,0,0,578.0
8.02,17,4,9,4,26.6,0,1,886.0
5.59,12,3,3,0,3.4,0,0,366.0
3.9,8,6,5,1,10.3,1,1,686.0
8.91,19,6,5,1,14.2,1,1,594.0
9.35,13,5,2,0,4.8,1,0,176.0
6.96,23,1,5,2,10.6,0,0,523.0
34.14,18,3,6,0,12.2,0,1,558.0
4.18,19,5,7,3,17.3,1,1,932.0
3.41,18,1,6,1,14.0,0,1,813.0
5.65,7,4,3,0,7.3,0,0,339.0
7.12,6,1,3,2,8.5,0,0,451.0
3.73,20,0,6,0,12.7,0,1,652.0
8.76,7,1,5,2,21.1,0,0,472.0
9.44,11,6,4,2,11.2,1,0,339.0
11.81,16,6,1,1,7.2,1,0,184.0
4.96,8,5,6,0,8.1,1,1,652.0
17.07,8,1,8,0,17.6,0,1,882.0
11.29,12,5,2,1,5.5,1,0,287.0
4.11,10,1,7,1,14.7,0,1,860.0
3.72,17,0,5,1,8.2,0,1,735.0
5.95,6,1,2,0,6.1,0,0,298.0
9.45,13,0,5,2,11.0,0,0,444.0
10.42,8,4,9,2,24.0,0,1,738.0
11.27,16,4,3,1,6.3,0,0,320.0
26.09,7,0,7,0,14.1,0,0,326.0
1.42,8,0,7,0,15.4,0,1,713.0
6.82,18,3,5,0,9.0,0,1,795.0
24.73,8,0,10,2,20.7,0,1,821.0
12.18,18,5,5,2,12.0,1,1,642.0
3.23,9,2,8,3,20.0,0,1,942.0
8.45,8,2,6,0,8.5,0,1,667.0
6.52,9,0,6,2,13.2,0,1,736.0
6.35,19,4,9,3,19.4,0,1,971.0
4.89,11,5,2,0,4.7,1,0,425.0
7.97,8,5,7,0,10.1,1,1,741.0
15.07,14,3,3,0,4.9,0,0,379.0
5.24,10,1,5,1,9.8,0,1,745.0
11.33,18,0,6,0,14.3,0,1,736.0
12.67,23,2,7,0,11.6,0,0,467.0
16.98,14,3,5,1,11.4,0,0,494.0
3.66,12,0,5,2,11.4,0,0,511.0
7.53,10,0,9,3,19.2,0,1,955.0
4.45,22,1,4,2,14.4,0,0,418.0
7.98,13,0,8,3,19.0,0,0,594.0
7.95,8,0,8,1,18.0,0,1,806.0
2.93,21,3,5,3,13.9,0,0,519.0
8.32,21,5,3,0,5.4,1,0,330.0
26.92,12,3,4,3,16.3,0,0,360.0
10.44,10,0,7,3,19.5,0,1,788.0
2.41,17,2,7,1,15.4,0,1,867.0
3.47,18,0,7,0,9.7,0,1,801.0
7.26,13,4,2,0,5.1,0,0,377.0
3.54,9,1,6,0,8.1,0,1,826.0
16.4,9,2,7,0,14.9,0,1,845.0
2.15,9,6,3,0,10.9,1,1,697.0
10.49,7,4,3,0,6.2,0,0,407.0
1.73,18,5,6,0,10.4,1,1,681.0
7.17,7,2,3,3,10.4,0,0,424.0
3.11,11,6,4,1,10.0,1,0,389.0
11.8,19,5,7,3,20.3,1,1,734.0
14.66,11,3,4,0,7.2,0,0,405.0
9.43,9,4,7,0,10.8,0,1,737.0
15.1,21,4,3,0,7.8,0,0,475.0
0.55,7,1,4,3,10.8,0,0,506.0
8.25,19,1,7,0,26.7,0,1,847.0
10.39,6,4,3,1,7.4,0,0,364.0
11.31,11,3,4,0,6.8,0,0,506.0
9.98,16,5,1,0,2.0,1,0,164.0
11.48,10,3,7,0,10.6,0,1,734.0
8.18,14,0,4,0,6.0,0,0,454.0
2.43,8,4,5,0,6.7,0,1,784.0
4.86,15,4,5,3,12.3,0,0,462.0
16.46,7,2,2,0,6.6,0,0,299.0
15.28,18,5,4,0,13.3,1,1,606.0
10.26,15,2,3,0,7.7,0,0,387.0
11.96,13,0,9,5,27.1,0,0,703.0
14.13,6,0,5,1,9.7,0,0,456.0
10.18,13,6,4,1,8.8,1,0,388.0
16.16,15,2,5,1,12.0,0,0,391.0
15.81,9,2,9,3,20.6,0,1,896.0
32.2,17,2,9,0,17.4,0,1,646.0
5.02,6,5,2,2,8.4,1,0,338.0
5.1,8,4,8,2,14.8,0,1,871.0
9.67,18,6,7,0,16.5,1,1,821.0
23.82,7,6,4,0,10.5,1,0,350.0
16.98,8,6,8,1,16.5,1,1,696.0
12.95,17,2,7,0,10.6,0,1,720.0
17.72,17,4,9,0,15.3,0,1,751.0
10.52,6,2,3,0,8.8,0,0,365.0
6.0,7,4,6,0,10.1,0,0,539.0
27.54,12,5,5,2,16.8,1,0,329.0
10.0,15,1,3,0,6.1,0,0,408.0
15.59,12,6,2,1,6.7,1,0,309.0
0.55,17,2,5,0,7.9,0,1,722.0
0.72,18,6,4,0,7.8,1,1,630.0
8.43,21,5,2,0,8.8,1,0,316.0
3.54,10,0,6,3,26.5,0,1,837.0
8.98,8,2,8,0,12.0,0,1,718.0
5.09,9,2,7,1,14.2,0,1,765.0
35.1,7,5,5,3,17.4,1,0,350.0
14.8,11,5,2,1,5.2,1,0,237.0
18.82,19,0,6,0,13.6,0,1,748.0
0.93,10,5,3,0,4.2,1,1,580.0
