stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id
1252,U00392BM,Bamnoli Crossing,28.539067,77.030783,1252.0
1253,DC3962,Bijwasan Railway Station,28.535651,77.043649,1253.0
1254,DC3961,Palam Vihar Crossing,28.532617,77.052983,1254.0
1255,DC3963,Shri Golok Dham Bijwasan School,28.533771,77.059297,1255.0
1256,DC3964,Palam Vihar More,28.533183,77.06043299999997,1256.0
1257,DC3965,Kapashera Village Bijwasan Road,28.52773,77.076142,1257.0
1258,DC3966,Kapashera More,28.530683000000003,77.086417,1258.0
1259,U99912A,Samalkha Crossing,28.538036,77.09342,1259.0
1260,DC4187,The Uppal Hotel,28.536496000000003,77.101516,1260.0
1261,U99837,Shiv Murti (NH-8),28.535983,77.111967,1261.0
1262,U01113,Rangpuri,28.543991,77.118187,1262.0
1263,U01178,Mahipalpur Village Ext (NH-8),28.548083,77.12526700000002,1263.0
1264,U01282,Shankar Vihar / National Highway 8,28.566633000000003,77.13395,1264.0
1265,U01387,APS Colony/ Jharera Gaon,28.579967,77.144817,1265.0
1266,U01510F,Air Force HQ / Subroto Park,28.584133,77.146033,1266.0
1267,U01541,Maharana Pratap Chowk,28.588067,77.1509,1267.0
1268,U01510A,RR Hospital,28.590067,77.155817,1268.0
1269,DC3843,Air Force Officers Flats Dhaula Kuan,28.600967,77.167867,1269.0
1270,U02237BP,Budha Jayanti Park,28.61538,77.17517,1270.0
1271,U02237RN,R Block Rajinder Nagar,28.62339,77.18004,1271.0
1272,NS0391,Ridge Road,28.632683,77.18875,1272.0
1273,DC3844,CPRTI/ Delhi Jal Board,28.63715,77.1924,1273.0
1274,U02237RS,Ravinder Rangshala,28.6409,77.19505,1274.0
1275,DC3845,Karol Bagh Gurgaon Stand,28.643833,77.1969,1275.0
1276,U02647,Kamla Market / Ajmeri Gate,28.6448,77.223733,1276.0
1277,U02714,PS Kamla Market,28.6429,77.2267,1277.0
1278,U01827,Rajender Nagar,28.641,77.1759,1278.0
1279,U01864,Shankar Road,28.6391,77.179017,1279.0
1280,U01944,New Rajender Nagar,28.6366,77.183683,1280.0
1281,U02064,Upper Ridge Road,28.632183,77.19031700000002,1281.0
1282,U02145,Talkatora Stadium,28.6263,77.1965,1282.0
1283,U02187,RML Hospital,28.62505,77.198717,1283.0
1284,U02266,Talkatora Road,28.6226,77.2028,1284.0
1285,U02323,Kendriya Terminal / Gurudwara Rakab Gunj,28.6212,77.2053,1285.0
1286,U02346,Kendriya Terminal (Pt. Pant Marg),28.62155,77.2062166666667,1286.0
1287,U02354,NDPO,28.6256,77.2064,1287.0
1288,U99767,Gurudwara Bangla Sahib,28.6284,77.2097,1288.0
1289,DC0004,Hanuman Mandir / Shivaji Stadium,28.63035,77.21405,1289.0
1290,U02645,Statesman House,28.6306,77.2238,1290.0
1291,U02683,Barakhamba Metro Station,28.6297,77.2252,1291.0
1292,U02753,Modern School,28.6278,77.2285,1292.0
1293,U02832,Mandi House,28.625767,77.23433299999998,1293.0
1294,U02892,Tilak Bridge,28.6255,77.2397,1294.0
1295,U02962,ITO,28.628183,77.24515,1295.0
1296,U03286,Laxmi Nagar Metro Station,28.630967,77.277767,1296.0
1297,U03353,Shakarpur,28.6338,77.28215,1297.0
1298,U03382,Shakarpur Crossing,28.635667,77.28478299999998,1298.0
1299,U03395,Nirman Vihar Metro Station,28.637025,77.287308,1299.0
1300,U03447,Sawarthya Vihar,28.639417,77.29195,1300.0
1301,U03482,New Rajdhani Enclave,28.642483,77.29635,1301.0
1302,U03495,KarKarDooma Crossing,28.643217,77.297317,1302.0
1303,U03594,Hassanpur Depot,28.63618300000001,77.307233,1303.0
1304,U03621,Hassanpur Village,28.6363,77.3103,1304.0
1305,U03651,TELCO Gazipur,28.6409,77.3154,1305.0
1306,U03667,Gazipur Depot,28.64195,77.31581700000002,1306.0
1307,U03104,Air Force Station,28.511683,77.25546700000002,1307.0
1308,U03136,Air Force Station,28.511733000000003,77.257867,1308.0
1309,U03192,Tughlaqabad Village,28.509283,77.265,1309.0
1310,U03224,Kaya Maya Hospital,28.50825,77.269017,1310.0
1311,U03287,MB Road,28.5058,77.27628299999998,1311.0
1312,DC3901,Bawana Village,28.800311,77.035267,1312.0
1313,U00386,Bawana Depot,28.803667,77.02851700000002,1313.0
1314,DC3903,PS Bawana,28.806442,77.022952,1314.0
1315,U00359,Dariyapur Kalan School Bawana,28.808879,77.01478900000002,1315.0
1316,DC4894,Bajit Pur Crossing,28.81163,77.01084399999998,1316.0
1317,DC5040,Nangal Thakran,28.808899,77.007976,1317.0
1318,DC5041,Bajitpur Village,28.808368,77.003341,1318.0
1319,DC5042,Bajitpur Mandir,28.803187,76.99787099999998,1319.0
1320,DC5043,Katewara Village,28.805048,76.976832,1320.0
1321,DC5044,Katewara Colony,28.805794,76.969799,1321.0
1322,DC5045,Katewara School,28.805856,76.96633,1322.0
1323,DC4902,Qutub Garh Village,28.80092,76.96198000000003,1323.0
1324,DC4903,Jat Khor Crossing,28.790469,76.962747,1324.0
1325,DC4685,Divya Dham Ashram,28.788222,76.962731,1325.0
1327,DC4688,Punjab Khor Village,28.7734,76.9621,1327.0
1328,DC4689,Balaji Enclave,28.767583,76.964667,1328.0
1329,DC4691,Tatesar Village,28.755728,76.968795,1329.0
1330,DC4692,Jonti Village,28.75315,76.9724,1330.0
1331,DC4693,Jonti Crossing,28.74598300000001,76.97845,1331.0
1332,DC5215,Jonti Village,28.74914,76.968765,1332.0
1333,DC5217,Jonti Enclave,28.743093,76.965878,1333.0
1334,DC5213,Garhi Randhala,28.727219,76.96599499999998,1334.0
1335,DC5211,Nizampur Village,28.71777800000001,76.961366,1335.0
1336,DC5209,Vanasthali Public School,28.714765000000003,76.969734,1336.0
1337,DC5207,Agrasen Vriddh Ashram,28.711814,76.9764,1337.0
1338,DC5205,Savda Village,28.710492,76.98040300000002,1338.0
1339,DC5203,Savda JJ Colony,28.704592,76.98865500000002,1339.0
1342,U00275,Ghevra Crossing / Ghevra Metro Station,28.685429,76.99508399999998,1342.0
1343,U00301,Hiran Kudna Crossing,28.684917,77.001267,1343.0
1344,U00362,Mile Stone / Shiv Shankar Dharam Kanta,28.684,77.01165,1344.0
1345,U00379,Mundka Industrial Area / Mundka School,28.68348300000001,77.018217,1345.0
1346,U00393,Mundka Village (Metro Station),28.682583,77.0299,1346.0
1347,U00419,Mundka Village Xing,28.6825,77.035733,1347.0
1348,U00446,Swarn Park,28.6824,77.0408,1348.0
1349,U00481,Rajdhani Park,28.6823,77.0487,1349.0
1350,U00511,Qamruddin Nagar Terminal,28.682297,77.054221,1350.0
1352,U00298,Jai Vihar,28.63158300000001,77.000417,1352.0
1353,U00306,AirForce Station (BaniCamp),28.63355,77.00245,1353.0
1354,U00336,Baprola School,28.63845,77.00785,1354.0
1355,U00350,Baprola Village,28.640883,77.011483,1355.0
1356,U00364,BakkarWala Crossing,28.6439,77.0167,1356.0
1357,U00374,Chanchal Park,28.6463,77.021333,1357.0
1358,DC3872,Kotla Vihar Phase II,28.648417,77.02516700000002,1358.0
1359,DC3877,TilangPur Kotla,28.649733,77.027233,1359.0
1360,U99750A,BrahmPuri Colony,28.652383,77.0325,1360.0
1361,DC3874,PS Ranhola,28.653617,77.035433,1361.0
1362,DC3875,Ranhola II,28.654767,77.037983,1362.0
1363,U00444,Ranhola Village,28.6561,77.04065,1363.0
1364,U00479,Ranhola Extension,28.658483,77.043817,1364.0
1365,U00500,Rishal Garden,28.6619,77.048783,1365.0
1366,U00510,Nilothi Crossing,28.664533,77.052633,1366.0
1367,U00524,ShivRam Park,28.667833,77.055183,1367.0
1368,U00534,Narain DharamKanta,28.670883,77.05775,1368.0
1369,U00545,Aman Puri,28.673183,77.0597,1369.0
1370,U00565,Kamruddin Nagar,28.6747,77.0611,1370.0
1371,DC3876,Nangloi Post Office,28.679883,77.066,1371.0
1372,U00595,Nangloi,28.681617,77.06725,1372.0
1373,U00615,Sultan Puri Crossing,28.682317,77.068783,1373.0
1374,U00647A,Surajmal Stadium,28.682083,77.07300000000002,1374.0
1375,U00716,Jwala Puri / Nangloi Depot,28.681417,77.0791,1375.0
1376,U00768,Inder Enclave,28.680933000000003,77.08421700000002,1376.0
1377,U00828,Udyog Nagar,28.6803,77.0893,1377.0
1378,U00881,Peera Garhi Metro Station,28.68,77.0929,1378.0
1379,U00897,Peera Garhi Chowk,28.6803,77.0944,1379.0
1380,U00905,B-Block Mangolpuri,28.6881,77.0951,1380.0
1381,U00847,Q-Block Mangolpuri,28.6877,77.0913,1381.0
1382,DC4472,Mundhela Khurd Village,28.617265000000003,76.893125,1382.0
1383,DC4473,Mundhela Khurd School,28.616097,76.89664599999998,1383.0
1384,DC4470,Mundhela School II,28.614073,76.89572700000002,1384.0
1385,DC4468,Mundhela Kalan Village,28.60968,76.89358100000003,1385.0
1386,DC4465,Mundhela Kalan School,28.605246,76.89375600000002,1386.0
1387,U99773,Mundhela Crossing,28.59765,76.895133,1387.0
1388,U99774,Mata Din Kaur Public School,28.5977,76.8988,1388.0
1389,DC4011,Ujwa Gaon,28.568767,76.906767,1389.0
1390,DC4012,Dariyapur Village / Malikpur Crossing,28.552433,76.907767,1390.0
1391,DC4430,Jhul-Jhuli Check Post / Ghumanhera Crossing,28.535481,76.90975300000002,1391.0
1392,DC4428,Ghuman Hera DTC Depot,28.534141,76.915295,1392.0
1393,DC4792,Ghuman Hera Village Main Road,28.532369,76.919143,1393.0
1394,DC5498,khera Village,28.59923400000001,76.967138,1394.0
1395,DC4610,Ber Sarai,28.550617,77.181617,1395.0
1396,DC4609,Ber Sarai,28.549483,77.180617,1396.0
1397,DC4608,School Of Physical Science,28.546433,77.17943299999997,1397.0
1398,DC4607,FAI,28.543633000000003,77.1801,1398.0
1399,DC4606,Sanskrit Vidyapeeth,28.541867,77.18305,1399.0
1400,DC4605,Katwaria Sarai,28.540483,77.18561700000002,1400.0
1401,DC4604,Qutub Hotel,28.5391,77.19,1401.0
1402,DC4603,NCERT,28.537767,77.193833,1402.0
1403,U02505,Safdurjung Terminal,28.579581,77.214163,1403.0
1404,U02483,Vikas Sadan,28.5766,77.2134,1404.0
1405,U02473,AIIMS Ring Road,28.56915,77.21243299999998,1405.0
1406,U02556,South Extension,28.5689,77.2181,1406.0
1407,U02600,South Extension,28.5688,77.2206,1407.0
1408,U03186,Maharani Bagh / Ashram,28.576633,77.26445,1408.0
1409,U03201,Bala Sahib Gurudwara,28.5812,77.266,1409.0
1410,U03139,Sarai Kale Khan ISBT,28.587117,77.259117,1410.0
1411,U03139HT,Sarai Kale Khan ISBT,28.590333,77.2581,1411.0
1412,U03221,Nizamuddin Road Bridge / CPWD Office,28.604417,77.269467,1412.0
1413,DC3669,Khel Gaon CWG Village,28.606621,77.274337,1413.0
1414,DC0126,Akshardham Temple / Pusta Crossing,28.612617,77.28196700000002,1414.0
1415,U03375,Samaspur Jagir Village / Pandav Nagar,28.615381,77.284409,1415.0
1416,DC0128,Sanjay Lake Trilokpuri,28.62015,77.2955,1416.0
1417,DC0129,East Vinod Nagar Depot,28.6219076,77.3000612,1417.0
1418,DC0130,Khichdipur,28.6258,77.31205,1418.0
1419,DC0131,Gazipur NH-24 Crossing,28.630367,77.316333,1419.0
1420,U03662,Gazipur Village,28.63225,77.31568299999998,1420.0
1422,U00371,Mundka Main Rohtak Road School,28.683033,77.024517,1422.0
1423,U00593,Lokesh Cinema Nangloi,28.6822,77.06003299999998,1423.0
1424,U99642,Nangloi Metro Station,28.682283,77.064429,1424.0
1425,U00919,Peera Garhi Chowk,28.67953300000001,77.09575,1425.0
1426,U00984,Paschim Vihar Super Bazar (West Metro Station),28.6788666666667,77.10075,1426.0
1427,U01020,Multan Nagar,28.6783,77.105783,1427.0
1428,U01035,New Multan Nagar,28.67755,77.1116,1428.0
1429,U01084,Ordinance Depot,28.677133,77.11501700000002,1429.0
1430,U01121,Madipur JJ Colony Metro Station,28.676383,77.1205,1430.0
1431,U01168,Madipur Village,28.675967,77.12383299999998,1431.0
1432,U01225,SPM College,28.675417,77.128033,1432.0
1433,U01264,Shivaji Park,28.674967,77.131617,1433.0
1434,U01281,Agarsen Hospital,28.6745333333333,77.1348166666667,1434.0
1436,U01402,Shakurpur Shiv Mandir,28.680273,77.142183,1436.0
1437,U01540,Wazirpur Depot / Subhash Place Depot,28.69485,77.15485,1437.0
1438,U01574,Prem Bari Pull,28.700267,77.158283,1438.0
1439,U01610,Shalimar Bagh,28.701283,77.161967,1439.0
1440,U01655,Ashok Vihar Xing,28.7021,77.16435,1440.0
1441,U01720,Shalimar Bagh,28.70377,77.169044,1441.0
1442,U01851,Azadpur Terminal,28.7072,77.1783,1442.0
1443,U99850,High Court,28.6093,77.23845,1443.0
1444,U02826,Art Gallery,28.61035,77.233517,1444.0
1445,U02759,Baroda House,28.617221,77.228557,1445.0
1446,U02696,Bhartiya Vidya Bhawan,28.6219,77.2258,1446.0
1447,U10001,Max Muller Bhawan,28.6232,77.2251,1447.0
1448,U02626,Scindia House,28.6287,77.2219,1448.0
1449,U02514,Shivaji Stadium Terminal,28.63308300000001,77.21545,1449.0
1451,U01808,East Patel Nagar,28.6404,77.1744,1451.0
1452,U01811,NPL Colony,28.63725,77.17465,1452.0
1453,U01787,R-Block Rajendra Nagar,28.6328,77.173,1453.0
1454,U01762,Janak Vihar,28.6312,77.1712,1454.0
1455,U01692,Pusa Quarters,28.630033,77.166983,1455.0
1456,U01620,NASC Dasghara,28.6254,77.1622,1456.0
1457,U01595,Todapur Village,28.6228,77.1592,1457.0
1458,U01519,MonitoringandReceiving Station,28.6262,77.1534,1458.0
1459,U01490,Inderpuri A-Block,28.6287,77.1511,1459.0
1460,U01469,Inder Puri JJ Colony,28.6336,77.1479,1460.0
1461,U01456,Inder Puri (Krishi Kunj),28.6372,77.1466,1461.0
1462,U01420,Loha Mandi,28.6395,77.14393299999998,1462.0
1463,U01347,Payal Cinema,28.6309,77.1383,1463.0
1464,DC3721,Naraina Vihar / Indra Market,28.626533,77.134783,1464.0
1465,U01230,Mayapuri Depot,28.63693300000001,77.1289,1465.0
1466,U01216,Government Press,28.634183,77.127517,1466.0
1467,U01165,Metal Forging,28.62945,77.12343299999998,1467.0
1468,DC3910,BE Block Hari Nagar/ESI Dispensary,28.6274,77.12168299999998,1468.0
1469,U01128,PS Mayapuri,28.625217,77.119867,1469.0
1470,NS0600,Bobby Soap,28.6238,77.1188,1470.0
1471,U01097,Gulab House,28.62238300000001,77.117417,1471.0
1472,U01068,Zunk Market,28.618117,77.112183,1472.0
1473,DC3915,Maya Enclave,28.616667,77.110233,1473.0
1474,U00906,Desu Colony Janak Puri,28.609871,77.095047,1474.0
1475,U00852,Janak Cinema,28.610881,77.092159,1475.0
1476,DC4708,Raghu Nagar (Janak Puri),28.61173,77.090236,1476.0
1477,DC4709,Dabri Crossing (Pankha Road),28.613716,77.085675,1477.0
1478,U00733,C-2 Janak Puri,28.61574,77.081582,1478.0
1479,U00694,C-1 Janak Puri,28.617125,77.07861899999997,1479.0
1480,U02565,Peeli Kothi,28.6624,77.2181,1480.0
1481,U02479,Tees Hazari Animal Hospital Mori Gate,28.6644,77.215233,1481.0
1482,U02397,Azad Market,28.6643,77.2081,1482.0
1483,U01283,Agarsen Hospital,28.674325,77.13388499999998,1483.0
1484,U01263,Shivaji Park,28.674683,77.131433,1484.0
1485,U01222,SPM College,28.6751,77.1281,1485.0
1486,U01183,Madipur Village,28.67555,77.12518299999998,1486.0
1487,U01117,Madipur JJ Colony Metro Station,28.676398,77.118204,1487.0
1488,U01085,Ordinance Depot,28.6768,77.1148,1488.0
1489,DC3659,Shiva Enclave/ New Multan Nagar,28.6772,77.111767,1489.0
1490,U01018,Multan Nagar,28.678083,77.105467,1490.0
1491,U00981,Paschim Vihar Super Bazar (West Metro Station),28.6787166666667,77.1005,1491.0
1492,DC3660,Peeragarhi Chowk,28.67915,77.096067,1492.0
1493,U00854,Peera Garhi Metro Station,28.679667,77.092833,1493.0
1494,U00830,Udyog Nagar,28.67995,77.0895,1494.0
1495,U00772,Inder Enclave,28.680517,77.08408299999998,1495.0
1496,U00708,Jwala Puri / Nangloi Depot,28.6812,77.078917,1496.0
1497,U00677,Surajmal Stadium,28.68178300000001,77.072983,1497.0
1498,U00614,Sultanpuri Crossing,28.682,77.069317,1498.0
1499,U00592,Nangloi Metro Station,28.682006,77.064933,1499.0
1500,U00576,Nangloi JJ Colony Lokesh Cinema,28.682085,77.058786,1500.0
1501,DC3711,Qamruddin Nagar Terminal,28.68199000000001,77.05391999999998,1501.0
1502,U99951,Lodhi Colony,28.584867,77.224367,1502.0
1503,U02657,18-Block Lodhi Colony,28.58745,77.22405,1503.0
1504,U99897,Lodi Colony Corner,28.5908,77.225,1504.0
1505,DC0093,JLN Stadium / Sunehri Pulla Depot,28.591939,77.232191,1505.0
1506,U02857,Ishpat Bhawan,28.592517,77.2365,1506.0
1507,U02933,CGO Complex,28.586133,77.241067,1507.0
1508,U99932,Pant Nagar,28.583417,77.24046700000002,1508.0
1509,U02880,Defence Colony (Lajpat Nagar Mtr Stn),28.573217,77.237783,1509.0
1510,U02848,MCKR Hospital,28.5691,77.2354,1510.0
1511,U02817,Central School,28.562817,77.2328,1511.0
1512,U02825,Central School (KV),28.5598,77.2336,1512.0
1513,U02866,Lady Shri Ram College,28.559,77.2373,1513.0
1514,U02949,Kailash Colony,28.554483,77.2432,1514.0
1515,U02997,Sant Nagar,28.552517,77.2462,1515.0
1516,U03029,Nehru Place,28.5486,77.2492,1516.0
1517,U03110,Nehru Place Terminal,28.548617,77.2567,1517.0
1518,U03165,Govind Puri,28.538692,77.261798,1518.0
1519,DC3693,Govindpuri Gali No 5,28.537554,77.261339,1519.0
1520,U03156,Ram Puri Gali No 13,28.5346,77.2602,1520.0
1521,U03154,Govindpuri Extn Gali No. 16,28.5329,77.2596,1521.0
1522,U03144,DDA Flats Kalkaji,28.531895,77.259197,1522.0
1523,U03131,DDA Market Kalkaji,28.529982,77.25850600000003,1523.0
1524,U03135,DDA Flats KalkaJi,28.52831500000001,77.257817,1524.0
1525,U03114,Tara Apartment,28.5241,77.2562,1525.0
1526,U03084,Guru Ravi Das Ashram / Tughlaqabad Extension,28.51945,77.254483,1526.0
1527,U03070,Jamia Hamdard Library,28.517133,77.25366700000002,1527.0
1528,U03059,Majeedia Hospital,28.514917,77.25281700000002,1528.0
1529,U03036,Hamdard Nagar / Sangam Vihar,28.511838,77.249778,1529.0
1530,DC4579,Karampura Terminal,28.660016,77.144475,1530.0
1531,U01424,Moti Nagar,28.658615,77.144108,1531.0
1532,U01388,Moti Nagar Market,28.6568,77.140833,1532.0
1533,U01344,Kirti Nagar,28.655,77.1376,1533.0
1534,U01271,Basai Darapur / Ramesh Nagar,28.6528,77.1324,1534.0
1535,U01240,Bali Nagar,28.6519,77.1289,1535.0
1536,U01220,Raja Garden,28.650783,77.1262,1536.0
1537,U03944,Rajouri Garden,28.648821,77.122615,1537.0
1538,U01092,Tagore Garden,28.644117,77.113683,1538.0
1539,U01076,Tagore Garden Metro Station / Tatarpur,28.6441,77.1136,1539.0
1540,U01038,Subhash Nagar Crossing / Mukherji Park,28.64192,77.108859,1540.0
1541,U01013,Meenakshi Garden,28.639983,77.10435,1541.0
1542,U00976,Sant Pura Tilak Nagar,28.638567,77.100583,1542.0
1543,U00933,Tilak Nagar Jail Road,28.6352,77.0971,1543.0
1544,U00955,Fateh Nagar,28.6312,77.09885,1544.0
1545,U00968,G Block Hari Nagar,28.628,77.100233,1545.0
1546,U00986,Hari Nagar Depot,28.6245,77.1018,1546.0
1549,U01766,Officer Enclave S.P Marg,28.5972,77.1714,1549.0
1550,U01815,Bapu Dham,28.5992,77.1753,1550.0
1551,U01845,Railway Colony (Sardar Paltel Marg),28.600683,77.17805,1551.0
1552,U01939,Bhartiya Sadhu Samaj,28.6038,77.184,1552.0
1553,U02031,Palika Kutumb,28.6075,77.1887,1553.0
1554,U02072,11 Murti,28.61105,77.1907,1554.0
1555,U02123,Talkatora Stadium Garden,28.621667,77.19453299999998,1555.0
1556,U02419,Gurudwara Bangla Sahib,28.625367,77.209583,1556.0
1557,U99913,YMCA / Palika Kendra,28.626357,77.212675,1557.0
1558,U02539,Palika Kendra,28.62875,77.21646700000002,1558.0
1561,U02627,Mori Gate Terminal,28.666217,77.221928,1561.0
1562,U03057,Majeedia Hospital,28.515017,77.252617,1562.0
1563,U03067,Jamia Hamdard Library,28.5172,77.2534,1563.0
1564,U03081,Guru Ravi Das Ashram / Tughlaqabad Extension,28.519567,77.2543,1564.0
1565,U03107,Tara Apartment,28.524111,77.25596,1565.0
1566,U03161,Tughlaqabad Extension,28.5256,77.26100000000002,1566.0
1567,U03211,DDA Kalkaji Extension,28.527,77.267,1567.0
1568,DC3781,CRPF Camp Okhla Phase 1,28.528783,77.270333,1568.0
1569,U03217,C-Lal Chowk,28.5345,77.2683,1569.0
1570,U03203,Kalkaji Depot,28.539467,77.266233,1570.0
1571,DC0035,Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,28.591283,77.2333,1571.0
1572,U99852A,Unani Hospital / Okhla Ext Thokar 3,28.558951,77.296058,1572.0
1573,DC3683,Nai Basti,28.561467,77.294667,1573.0
1576,U03367,Ansari Health Care,28.560917,77.281183,1576.0
1577,U03333,Jamiya Millia College,28.5609,77.2798,1577.0
1578,U03282,Holy Family Hospital,28.56095,77.275467,1578.0
1579,U03257,Bharat Nagar Crossing,28.5619,77.2723,1579.0
1580,U03238,Bharat Nagar,28.5666,77.269583,1580.0
1583,U02360,GTB Nagar,28.69835,77.2057,1583.0
1584,U02066,Kalyan Vihar Terminal,28.693527000000003,77.199123,1584.0
1585,U02719,Old Delhi Railway Station,28.660302,77.227985,1585.0
1586,DC4968,Singhola Crossing,28.840692,77.127563,1586.0
1587,DC5080,Singhola Village GT Road,28.844749,77.126832,1587.0
1588,DC5081,Singhu Village Crossing,28.85455,77.12487,1588.0
1589,DC5077,Singhu Border GT Road,28.85663,77.12451999999998,1589.0
1590,DC5073,Gurudwara Nanak Nirankari Dera Sant Baba Resham Singh Ji,28.85732,77.10844,1590.0
1591,DC5071,Radha Swami Satsang Narela,28.85734,77.10587,1591.0
1592,DC5069,Sec A 5 Crossing Narela,28.85781,77.10332,1592.0
1593,DC5067,Police Colony Narela,28.86122,77.10112,1593.0
1594,DC5065,Sec A 5 and 8 Narela Desu Colony,28.8644,77.09867,1594.0
1595,DC5063,Kanya Gurukul Narela,28.86122,77.09569,1595.0
1596,DC4973,A-7 Narela / Harish Chandra Hospital,28.838325,77.102118,1596.0
1597,DC5012,Bankner Crossing,28.850662,77.087307,1597.0
1598,DC5015,New Basti Bankner,28.851292,77.080299,1598.0
1599,DC5016,Bankner Village,28.850763,77.07721,1599.0
1600,DC5019,Sarvodaya Vidyalaya Bankner,28.851133,77.073126,1600.0
1601,DC5021,Lampur School,28.85183,77.06760899999998,1601.0
1602,DC5022,Lampur Village,28.852384000000004,77.06491899999997,1602.0
1603,DC5025,Lampur Border,28.856693,77.052374,1603.0
1604,U03683,Maharaj Pur Check Post,28.643267,77.316583,1604.0
1605,U03676,Gazipur Depot,28.64175,77.31603299999998,1605.0
1606,U03623,Hasanpur Village,28.636133,77.310567,1606.0
1607,U03587,Hasanpur Depot,28.635993,77.306815,1607.0
1608,U03469,JagatpuriF-Block,28.648333,77.294949,1608.0
1609,U03459,Jagatpuri A Block,28.65185,77.29285,1609.0
1610,U03451,Radheypuri,28.655,77.2919,1610.0
1611,U03443,Arjun Nagar,28.655933,77.29141700000002,1611.0
1612,U03412,East Krishna Nagar,28.659883,77.28835,1612.0
1613,U03392,Swaran Cinema,28.662717,77.2863,1613.0
1614,U03376,East Azad Nagar,28.666617,77.2832,1614.0
1615,U03343,Jharkhandi,28.6678,77.282,1615.0
1616,U03337,Kanti Nagar Extension,28.6708,77.2806,1616.0
1618,U02299,Dhaka Village,28.706538,77.20454000000002,1618.0
1619,U02296,Radio Colony,28.712,77.2042666666667,1619.0
1620,U02294,Nirankari Colony,28.7148,77.204,1620.0
1621,U02215,CV Raman ITI,28.720833333333307,77.20005,1621.0
1622,U02158,Nirankari Sarovar Burari Xing,28.7271,77.1978,1622.0
1623,U02168,Burari Transport Authourity,28.732241,77.198077,1623.0
1624,U02159,Jharoda Dairy Xing,28.735,77.1973,1624.0
1625,DC3723,Sant Nagar Main Market,28.741983,77.1978,1625.0
1626,U02164,Chetan Bihari Mandir Sant Nagar,28.7447,77.19800000000002,1626.0
1627,U02183,Sarvodhya Vidhyalay Burari,28.749,77.1985,1627.0
1628,U02193,Burari Village,28.754,77.1988,1628.0
1629,DC0060,Ekta Garden- Harijan Basti,28.7563,77.1971,1629.0
1631,U02077,Laxmi Vihar,28.7600333333333,77.1910166666667,1631.0
1632,U02029,Kaushik Enclave,28.761067,77.18861700000002,1632.0
1633,U01938,Amrit Vihar,28.7643,77.1838,1633.0
1634,DC3797,Natthupura,28.768867,77.18073299999998,1634.0
1635,DC4361,Ibrahim Pur More,28.775565000000004,77.179417,1635.0
1636,DC4363,Keshav Nagar Mukti Ashram,28.779129,77.179635,1636.0
1637,U03436,Okhla Village,28.563423,77.291309,1637.0
1638,U03409,Batla House,28.562317,77.2861,1638.0
1639,U02560,Marina,28.6367,77.2183,1639.0
1640,U02570,New Delhi Railway Station Gate 1,28.6415,77.218517,1640.0
1641,U02489,Dispensary Paharganj,28.6449,77.2135,1641.0
1642,U02400,Police Station Paharganj,28.646001,77.20809399999997,1642.0
1643,U02300,Jhandewalan,28.646833,77.204083,1643.0
1644,U02241,Karol Bagh Terminal,28.648000000000003,77.2009,1644.0
1645,U02207,Faiz Road,28.648267,77.199017,1645.0
1646,U01462,ESI Dispensary/CGHS Dispensary,28.66058300000001,77.147367,1646.0
1647,DC5017,Bankner Village,28.850842,77.07680500000002,1647.0
1648,DC5014,New Basti Bankner,28.851418,77.080363,1648.0
1649,DC5013,Bankner Crossing,28.850725,77.087612,1649.0
1650,DC5007,Babu Jag Jeevan Ram Colony,28.832968,77.093401,1650.0
1651,DC5005,Bhor Garh,28.829124,77.094652,1651.0
1652,DC5003,DSIDC Narela,28.821359,77.100732,1652.0
1653,DC5001,Narela ITI / Narela Depot,28.820309,77.101315,1653.0
1654,DC4999,Shahpur Garhi,28.817344,77.1028,1654.0
1656,U00585,Dwarka Sec 2-6,28.597267,77.0654,1656.0
1657,U00613,J M International School,28.595933,77.06921700000002,1657.0
1658,U00719,Palam Gaon,28.587067,77.08655,1658.0
1659,DC3631,Dwarka Flyover Palam Village,28.58391330000001,77.09157859999998,1659.0
1660,U01096A,More Lines,28.583167,77.116567,1660.0
1661,DC3839,Blood Bank,28.58705,77.118483,1661.0
1662,DC3842,Kendriya Vidhyalaya,28.58943,77.11972,1662.0
1663,U01142,Geeta Ashram,28.5922,77.1211,1663.0
1664,U01158,Sadar Bazar,28.5954,77.1227,1664.0
1665,DC3663,Chhawni Hospital,28.599133,77.125683,1665.0
1666,U01239,Kabul Line,28.5977,77.1292,1666.0
1667,U01296,Shastri Bazar,28.5966,77.1347,1667.0
1668,DC3664,Sri Nagesh Garden,28.596667,77.140783,1668.0
1669,U01442,St. Martin School,28.596667,77.1454,1669.0
1672,U02457,Patel Chowk,28.6244,77.2112,1672.0
1673,DC3704,Krishi Bhawan,28.617467,77.213083,1673.0
1674,DC4131,Le Meridian Hotel,28.619333,77.2176,1674.0
1675,U02597,Firoz Shah Road,28.6208,77.2206,1675.0
1676,U02711,Kasturba Gandhi Crossing,28.6234,77.2266,1676.0
1677,U02967,Delhi Gate / Ambedkar Stadium Terminal,28.639867,77.2437,1677.0
1678,U03010,Indira Gandhi Stadium,28.6328,77.2472,1678.0
